query,symptoms
"Here are a few different ways a patient might describe ""tightness in the chest"" to their doctor:

1. ""I feel like there's a band or a belt wrapped around my chest, squeezing tight.""
2. ""My chest feels heavy, like there's a weight pressing down on me.""
3. ""I have this sensation of constriction, like my lungs are being squished.""
4. ""It feels like someone is giving me a big hug, but it's uncomfortable and I can't breathe deeply.""
5. ""My chest is tight and achy, like I've been holding my breath for too long.""
6. ""I feel like I'm wearing a too-small bra, even though I'm not.""
7. ""There","['- Chest pain', 'Shortness of breath with activity (slowly gets worse over time)', 'Cough', 'Clubbing fingers', 'Nail abnormalities', 'Tightness in the chest']"
"Here are a few different ways a patient might describe the symptom to their doctor:

1. ""I've noticed that whenever I do any kind of physical activity, like going for a run or lifting weights, my symptoms get a lot worse.""
2. ""Exercise seems to make my symptoms flare up. Like, if I'm having a good day and then I go for a bike ride, I'll start feeling really bad afterwards.""
3. ""I feel like I can manage my symptoms okay when I'm just sitting around, but as soon as I start doing anything strenuous, it's like they come back with a vengeance.""
4. ""I've been trying to get back into hiking, but every time I go out, I end up feeling","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are a few different ways a patient might describe the symptom ""Symptoms may worsen with exercise or activity"" to their doctor:

1. ""Whenever I try to do anything physical, like go for a run or lift weights, my [symptom] gets way worse.""
2. ""I've noticed that after a long day at work, my [symptom] is always worse. I think it's because I'm on my feet all day.""
3. ""Exercise makes me feel like I'm taking two steps back. My [symptom] always flares up after I try to do something active.""
4. ""I can be feeling fine, but as soon as I start doing something strenuous, like hiking or biking, my","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are a few different ways a patient might describe the symptom ""Symptoms may worsen with exercise or activity"" to their doctor:

1. ""I feel like I can't catch my breath when I'm running or doing anything strenuous. It's like my body just can't keep up.""
2. ""Whenever I try to do anything physical, like go for a walk or lift something heavy, I get this weird fatigue that makes me want to just sit down and rest.""
3. ""I've noticed that when I'm being more active, like playing with my kids or doing yard work, my symptoms seem to get worse. It's like my body is protesting or something.""
4. ""Exercise makes me feel like I'm going to","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are a few different ways a patient (or their parent/caregiver) might describe the symptom of pulmonic stenosis to their doctor:

1. ""My baby's been having trouble breathing, and I've noticed that they get really tired after feeding or playing.""
2. ""I've been noticing that my infant's skin turns a little blue when they cry or get upset. Is that normal?""
3. ""My pediatrician mentioned that my baby's heart murmur sounds a little different during routine check-ups. What does that mean?""
4. ""I've been feeling like my baby's not gaining weight as quickly as they should be. Could there be an underlying issue?""
5. ""Sometimes when my baby gets excited or upset","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are a few different ways a patient (or in this case, a parent/caregiver) might describe the symptom of pulmonic stenosis to their doctor:

1. **No obvious symptoms**: ""I haven't noticed anything out of the ordinary with my baby's behavior or physical condition. They seem perfectly healthy and normal to me.""
2. **Mild breathing difficulties**: ""Sometimes I notice my baby gets a little winded or breathless when they're crying or feeding, but it doesn't seem to bother them too much.""
3. **Slight murmur**: ""I've noticed a faint whooshing sound when I listen to my baby's heartbeat, but I'm not sure if it's normal or not.""
4","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are a few different ways a patient might describe the symptom of pulmonic stenosis to their doctor:

1. ""I don't really feel anything out of the ordinary, but my pediatrician picked up on a murmur during my baby's last check-up.""
2. ""My infant seems a bit more tired than usual after feeding or playing, but I'm not sure if it's just because they're still adjusting to the world.""
3. ""I've noticed my baby's nose flares up a bit when they're breathing, especially after they cry or get fussy.""
4. ""My child's doctor said something about a heart murmur during the last appointment, but I'm not really sure what that means or if it's","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are some diverse ways a patient might describe their symptoms to their doctor:

**Chest Pain:**

* ""I've been getting this squeezing sensation in my chest, like someone's tightening a belt around me.""
* ""I have a dull ache in my chest that comes and goes, but it's been happening more often lately.""
* ""Sometimes I feel like I've got a heavy weight on my chest, like I'm being pressed down.""
* ""I've had this stabbing pain in my chest that takes my breath away.""

**Sudden Death:**

* ""I've been having these episodes where I feel like I'm going to pass out, and I'm worried it might be serious.""
* ""I've had a few close calls","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are some diverse ways a patient might describe their symptoms to their doctor:

**Chest Pain:**

* ""I've been having this squeezing feeling in my chest, like someone's tightening a belt around me.""
* ""I get a sharp pain in my chest when I exert myself, like when I'm walking uphill or lifting heavy objects.""
* ""I feel like I have a heavy weight on my chest, like an elephant is sitting on me.""
* ""Sometimes I get a burning sensation in my chest, like heartburn, but it's not just in my stomach.""

**Sudden Death:**

* (This symptom might not be directly described by the patient, as it's a sudden and unexpected event. However, they might express concerns","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are some diverse ways a patient might describe their symptoms to their doctor:

**Chest Pain**

* ""I've been having this squeezing sensation in my chest, like someone's tightening a belt around me.""
* ""I get this sharp pain in my chest when I exert myself, like when I walk up the stairs.""
* ""My chest feels heavy, like there's a weight on it, especially when I bend over.""
* ""I've been experiencing this dull ache in my chest, like a bruise that won't go away.""

**Sudden Death (may not be directly described, but symptoms leading up to it)**

* ""I've been having these weird, unpredictable episodes where I feel like I'm going to pass out.""","['- Symptoms may worsen with exercise or activity', 'Many cases of pulmonic stenosis are mild and asymptomatic, often detected in infants during routine heart exams', 'Moderate to severe valve narrowing (stenosis) symptoms include:\n  - Chest pain\n  - Sudden death\n  - Abdominal distention\n  - Shortness of breath\n  - Fatigue\n  - Bluish skin color (cyanosis) in some individuals\n  - Poor appetite\n  - Fainting\n  - Weight gain or failure to thrive in infants with severe blockage']"
"Here are a few different ways a patient might describe the symptom ""pain when the problem first occurs"" to their doctor:

1. ""I felt a sharp stabbing sensation in my [body part] when it started.""
2. ""It hurt like a knife twisting in my [body part] when it first happened.""
3. ""I had a sudden, intense ache in my [body part] that took my breath away.""
4. ""When it first started, I felt a burning sensation in my [body part] that was really uncomfortable.""
5. ""It felt like someone was squeezing my [body part] really tightly and it was painful.""
6. ""I experienced a sharp, shooting pain in my [body part] when the problem began","['- Main symptom: pain when the problem first occurs', 'Perforation in middle or lower part of esophagus may cause:\n  - Chest pain\n  - Swallowing problems\n  - Breathing difficulties']"
"Here are a few different ways a patient might describe the symptom of pain when the problem first occurs to their doctor:

1. ""I get a sharp stabbing sensation when it starts.""
2. ""It feels like a knife twisting in my [body part] when it first begins.""
3. ""I experience a sudden, intense ache that comes out of nowhere.""
4. ""When it happens, I feel a burning pain that's really uncomfortable.""
5. ""It starts with a dull throbbing, but quickly escalates to a more severe pain.""
6. ""I get this excruciating, piercing pain that takes my breath away.""
7. ""It's like someone is squeezing [body part] really tightly and it hurts a lot.""
8","['- Main symptom: pain when the problem first occurs', 'Perforation in middle or lower part of esophagus may cause:\n  - Chest pain\n  - Swallowing problems\n  - Breathing difficulties']"
"Here are a few different ways a patient might describe the symptom of pain when the problem first occurs:

1. ""I felt a sharp stabbing sensation in my [body part] when it started.""
2. ""I had a sudden onset of excruciating pain that took my breath away.""
3. ""It felt like a knife twisting in my [body part] when the problem began.""
4. ""I experienced a severe ache that came out of nowhere and wouldn't go away.""
5. ""The pain hit me like a ton of bricks, it was so intense and sudden.""
6. ""I felt a burning sensation that spread quickly through my [body part] when it first started.""
7. ""It was like a lightning bolt of pain","['- Main symptom: pain when the problem first occurs', 'Perforation in middle or lower part of esophagus may cause:\n  - Chest pain\n  - Swallowing problems\n  - Breathing difficulties']"
"Here are a few different ways a patient might describe each of these symptoms to their doctor:

**Chest Pain**

* ""I've been having this awful squeezing feeling in my chest, like someone's got a grip on my heart.""
* ""My chest has been hurting on and off for days, it's a sharp pain that takes my breath away.""
* ""I feel like I've got a heavy weight pressing down on my chest, it's uncomfortable and scary.""
* ""Sometimes I get this burning sensation in my chest, like heartburn but worse.""
* ""I've been experiencing a dull ache in my chest that never seems to go away.""

**Swallowing Problems**

* ""I've been having trouble swallowing food, it feels like","['- Main symptom: pain when the problem first occurs', 'Perforation in middle or lower part of esophagus may cause:\n  - Chest pain\n  - Swallowing problems\n  - Breathing difficulties']"
"Here are a few different ways a patient might describe each of these symptoms to their doctor:

**Chest Pain:**

* ""I've been having a sharp, stabbing pain in my chest that comes and goes.""
* ""It feels like someone is squeezing my chest really tightly.""
* ""I've had a dull ache in my chest for days, it's been getting worse.""
* ""The pain in my chest is radiating to my back and arms.""
* ""It feels like I'm having a heart attack, but it's not constant, it comes and goes.""
* ""I have a burning sensation in my chest that's really uncomfortable.""

**Swallowing Problems:**

* ""I've been having trouble swallowing, it's like food","['- Main symptom: pain when the problem first occurs', 'Perforation in middle or lower part of esophagus may cause:\n  - Chest pain\n  - Swallowing problems\n  - Breathing difficulties']"
"Here are a few different ways a patient might describe the symptom:

**Chest Pain:**

* ""Doc, I've been having this sharp, stabbing pain in my chest that feels like someone's squeezing my heart. It's been happening on and off for a few days.""
* ""I've got a dull ache in my chest that's been bothering me for weeks. It's hard to describe, but it feels like there's pressure or tightness in my chest.""
* ""I was eating dinner last night and suddenly felt like I'd been punched in the chest. The pain was intense and took my breath away.""
* ""My chest has been feeling heavy and uncomfortable, like there's a weight sitting on my sternum. It's hard","['- Main symptom: pain when the problem first occurs', 'Perforation in middle or lower part of esophagus may cause:\n  - Chest pain\n  - Swallowing problems\n  - Breathing difficulties']"
"Here are some diverse ways a patient might describe each of the symptoms of SCLC to their doctor:

**Chest Pain**

* ""I've been having this dull ache in my chest that won't go away.""
* ""It feels like someone's squeezing my chest really tight.""
* ""I get sharp pains in my chest when I cough or take a deep breath.""
* ""My chest feels heavy, like there's a weight pressing down on me.""
* ""I've been experiencing a burning sensation in my chest, especially at night.""

**Weakness**

* ""I've been feeling really tired lately, like I don't have any energy.""
* ""I'm exhausted all the time, even after resting.""
* ""I feel like I","['- Symptoms of SCLC:\n  - Chest pain\n  - Weakness\n  - Cough\n  - Bloody sputum (phlegm)\n  - Facial swelling\n  - Shortness of breath\n  - Loss of appetite\n  - Wheezing\n  - Weight loss\n  - Hoarseness or changing voice\n  - Swallowing difficulty\n  - Fever', 'Other symptoms in late stages:\n  - None specified']"
"Here are a few different ways a patient might describe each of the symptoms of SCLC to their doctor:

**Chest pain:**

* ""I've been having this dull ache in my chest that won't go away.""
* ""My chest feels like it's been squeezed tight for weeks.""
* ""I get this sharp stabbing pain in my chest when I cough or take a deep breath.""
* ""It feels like someone's sitting on my chest, it's so heavy.""

**Weakness:**

* ""I've been feeling really exhausted lately, like I can't get out of bed.""
* ""I'm so tired all the time, even after resting.""
* ""My muscles feel like jelly, I don't have any energy.""","['- Symptoms of SCLC:\n  - Chest pain\n  - Weakness\n  - Cough\n  - Bloody sputum (phlegm)\n  - Facial swelling\n  - Shortness of breath\n  - Loss of appetite\n  - Wheezing\n  - Weight loss\n  - Hoarseness or changing voice\n  - Swallowing difficulty\n  - Fever', 'Other symptoms in late stages:\n  - None specified']"
"Here are some diverse ways a patient might describe each symptom to their doctor:

**Chest Pain**

* ""I've been having this dull ache in my chest that won't go away.""
* ""I feel like someone's squeezing my heart.""
* ""My chest feels heavy, like there's a weight on it.""
* ""I get this sharp stabbing pain in my chest when I breathe deeply.""
* ""It hurts when I cough or move my arm.""

**Weakness**

* ""I've been feeling really tired and run down lately.""
* ""I don't have the energy to do anything anymore.""
* ""I feel like I've been hit by a truck.""
* ""My muscles feel like jelly.""
* ""I'm exhausted all the","['- Symptoms of SCLC:\n  - Chest pain\n  - Weakness\n  - Cough\n  - Bloody sputum (phlegm)\n  - Facial swelling\n  - Shortness of breath\n  - Loss of appetite\n  - Wheezing\n  - Weight loss\n  - Hoarseness or changing voice\n  - Swallowing difficulty\n  - Fever', 'Other symptoms in late stages:\n  - None specified']"
"Since there are no specific symptoms listed, I'll provide some general examples of how a patient might describe vague or nonspecific symptoms to their doctor:

1. ""I just don't feel right, Doctor. I've been feeling off for a while, but I can't quite put my finger on what's wrong.""
2. ""I've been experiencing a general feeling of malaise lately. I'm just not myself, and I don't know why.""
3. ""I'm feeling really run down and tired all the time. I'm not sure if it's related to anything in particular, but I just feel exhausted.""
4. ""Lately, I've been feeling a bit...different. It's hard to describe, but I just don","['- Symptoms of SCLC:\n  - Chest pain\n  - Weakness\n  - Cough\n  - Bloody sputum (phlegm)\n  - Facial swelling\n  - Shortness of breath\n  - Loss of appetite\n  - Wheezing\n  - Weight loss\n  - Hoarseness or changing voice\n  - Swallowing difficulty\n  - Fever', 'Other symptoms in late stages:\n  - None specified']"
"Since there are no specific symptoms listed, I'll provide some general responses that patients might use to describe how they're feeling in the late stages of an illness or condition. Here are a few examples:

1. ""I just feel really run down and exhausted all the time. I don't have the energy to do anything.""
2. ""I've been feeling kind of 'off' lately. I can't quite put my finger on it, but something just doesn't feel right.""
3. ""I've noticed my overall health has been declining, and I'm not sure why. I just feel worse and worse.""
4. ""I'm experiencing a general feeling of malaise. I'm not motivated, and I just want to sleep all the","['- Symptoms of SCLC:\n  - Chest pain\n  - Weakness\n  - Cough\n  - Bloody sputum (phlegm)\n  - Facial swelling\n  - Shortness of breath\n  - Loss of appetite\n  - Wheezing\n  - Weight loss\n  - Hoarseness or changing voice\n  - Swallowing difficulty\n  - Fever', 'Other symptoms in late stages:\n  - None specified']"
"Since there are no specific symptoms mentioned, I'll generate some general descriptions that a patient might use to describe how they're feeling in the late stages of an unspecified condition:

1. ""I just feel really rundown and exhausted all the time. I don't have the energy to do anything like I used to.""
2. ""I've been feeling kind of 'off' lately. It's hard to explain, but I just don't feel like myself.""
3. ""I've noticed that I've been getting really tired easily, and even small tasks feel like a huge burden.""
4. ""I've been feeling really drained, both physically and mentally. I just want to sleep all the time.""
5. ""Lately, I've been feeling","['- Symptoms of SCLC:\n  - Chest pain\n  - Weakness\n  - Cough\n  - Bloody sputum (phlegm)\n  - Facial swelling\n  - Shortness of breath\n  - Loss of appetite\n  - Wheezing\n  - Weight loss\n  - Hoarseness or changing voice\n  - Swallowing difficulty\n  - Fever', 'Other symptoms in late stages:\n  - None specified']"
"Here are a few different ways a patient might describe each of these symptoms to their doctor:

**Chest pain from damage of the coronary arteries:**

* ""I've been having this squeezing sensation in my chest, like someone's tightening a belt around me.""
* ""I get this sharp pain in my chest when I exert myself, like when I'm walking uphill or lifting something heavy.""
* ""My chest feels heavy and achy, like I've got a weight on my chest.""
* ""I've been having these weird episodes where my chest feels like it's on fire, and it's hard to breathe.""
* ""I've been noticing this pressure in my chest, like someone's pushing on my sternum.""

**Shortness of breath","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are a few different ways a patient might describe each of these symptoms to their doctor:

**Chest pain from damage of the coronary arteries:**

* ""I've been having this squeezing sensation in my chest, like someone's tightening a belt around me.""
* ""I get this dull ache in my chest that radiates to my arm sometimes.""
* ""It feels like there's a heavy weight on my chest, making it hard to breathe.""
* ""I've been experiencing some sharp, stabbing pains in my chest that come and go.""
* ""My chest has been feeling really tight and uncomfortable, like I'm wearing a constricting jacket.""

**Shortness of breath:**

* ""I get winded easily, even when I'm","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are some diverse ways a patient might describe each of these symptoms to their doctor:

**Chest pain from damage of the coronary arteries**

* ""I've been having this squeezing sensation in my chest, like someone's got a tight grip on my heart.""
* ""I feel like I've been punched in the chest, and it's hard to breathe.""
* ""I've had this dull ache in my chest for days, it's like a weight is sitting on me.""
* ""I get this sharp pain in my chest when I exert myself, like going up stairs or lifting heavy things.""
* ""My chest feels heavy and tight, like I'm wearing a corset that's too tight.""

**Shortness of breath**

* ""I","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are some diverse ways a patient might describe each of these symptoms:

**Weakness in an arm, leg, or other body area:**

* ""I feel like my arm is heavy and I can't lift it as easily as I used to.""
* ""My leg feels like jelly and I'm having trouble standing up.""
* ""I've been noticing that I'm dropping things a lot lately, like I don't have the grip strength I used to.""
* ""I feel like I'm dragging my leg behind me when I walk.""
* ""My hand feels weak and I'm having trouble holding onto things.""

**Pain, numbness, tingling:**

* ""I have this shooting pain down my arm that comes and goes.""","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are some diverse ways a patient might describe each of these symptoms:

**Weakness in an arm, leg, or other body area**

* ""I feel like my arm is heavy and I can't lift it like I used to.""
* ""My leg has been feeling like jelly lately, like it's going to give out on me.""
* ""I've been having trouble carrying my grocery bags, my arms just feel weak.""
* ""I've noticed I'm dragging my foot when I walk, it's like it's not doing what I tell it to do.""
* ""I feel like I've lost control of my hand, it's hard to grip things.""

**Pain, numbness, tingling**

* ""I have this","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are some diverse ways a patient might describe each of these symptoms:

**Weakness in an arm, leg, or other body area:**

* ""I've been feeling really tired in my left arm, like it's hard to lift things.""
* ""My leg feels like jelly, like it's going to give out on me.""
* ""I've noticed I'm having trouble holding onto things with my right hand, it's like my grip is weak.""
* ""I feel like I'm dragging my leg behind me when I walk.""
* ""My arm feels heavy, like it's weighed down.""

**Pain, numbness, tingling:**

* ""I have this weird pins and needles feeling in my fingers all the time.""","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are a few different ways a patient might describe muscle weakness and joint pain to their doctor:

**Muscle Weakness:**

1. ""I've been feeling really fatigued lately, like I don't have the energy to do everyday tasks.""
2. ""My muscles feel like lead, like they're heavy and I can't lift them.""
3. ""I've noticed I'm having trouble holding things, like my coffee cup or my grandkids' hands.""
4. ""I feel like I'm not as strong as I used to be, like I'm struggling to open jars or carry groceries.""
5. ""My legs feel like jelly, like they're going to give out from under me.""

**Joint Pain:**

1.","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are a few different ways a patient might describe muscle weakness and joint pain to their doctor:

**Muscle Weakness:**

1. ""I feel like I don't have the energy to do everyday tasks, like carrying groceries or playing with my kids. My arms and legs just feel heavy and tired all the time.""
2. ""I've been noticing that I'm having trouble lifting things, even light weights. It's like my muscles are just not cooperating.""
3. ""I feel like I'm struggling to walk or stand for long periods. My legs just feel like jelly and I get winded easily.""
4. ""I've been experiencing a lot of fatigue lately, and it's not just because I'm not sleeping well. I","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are a few different ways a patient might describe muscle weakness and joint pain to their doctor:

**Muscle Weakness:**

* ""I feel like I don't have the energy to do everyday tasks anymore. Even simple things like carrying groceries or playing with my kids leave me exhausted.""
* ""My arms and legs feel heavy, like I'm dragging them around all the time.""
* ""I've noticed I'm having trouble lifting things that used to be no problem for me, like a heavy pot or a bag of dog food.""
* ""I feel like I'm losing my grip strength - I've been dropping things a lot lately.""
* ""I'm just feeling really fatigued and run down all the time, like I need to","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are a few different ways a patient might describe the symptom to their doctor:

**Red or purple colored bumps:**

* ""I've been getting these weird, red lumps on my legs and arms that are really itchy and sore.""
* ""I've noticed some purple spots on my hands that seem to be getting bigger and more painful.""
* ""I have these ugly, reddish bumps on my skin that are driving me crazy - they're all over my legs and arms.""
* ""I've been breaking out in these weird, raised patches on my skin that are a deep red color.""
* ""I've got these nasty, purple blotches on my skin that seem to be spreading.""

**Bluish color in fingers or toes:","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
"Here are some diverse ways a patient might describe the symptom to their doctor:

**Red or purple colored bumps on legs, hands, or other body parts:**

* ""I've got these weird red lumps on my legs that are really itchy.""
* ""I've noticed some purple spots on my hands, they're a bit swollen too.""
* ""I've got these bump things on my arms, they're red and kind of painful to the touch.""
* ""My skin is breaking out in these red, raised patches all over my body.""
* ""I've got some weird discoloration on my feet, it's like a deep red or purple color.""

**Bluish color in fingers or toes:**

* ""My toes have","['- **Lungs and respiratory tract:**\n  - Chest pain from damage of the coronary arteries\n  - Shortness of breath\n  - Coughing up blood\n  - Sinus congestion', '**Brain and nervous system:**\n  - Weakness in an arm, leg, or other body area\n  - Pain, numbness, tingling\n  - Speech impairment\n  - Movement difficulty\n  - Pupils are different sizes\n  - Eyelid drooping', '**Muscles and joints:**\n  - Muscle weakness\n  - Joint pain', '**Skin:**\n  - Red or purple colored bumps on legs, hands, or other body parts\n  - Bluish color in fingers or toes']"
